,발화문,final_label
3044,나는 잘하는 게 없는 것 같아.,1
3045,회사 사람 중에 나를 괴롭히는 사람이 한명 있어.,1
3046,나 룸메랑 너무 싸우게 돼.,1
3047,룸메이트와 자주 싸우게 돼.	,1
3048,만나지는 한 3년 됐어.,1
3049,그날을 기다렸다가 내가 스트레스 받아 쓰러지겠다.	,1
3050,해피가 어제 세상을 떠났어.,1
3051,진행하고 있는 프로젝트가 잘 풀리지 않아서 일하고 싶은 마음이 점점 사라져. 무기력한 날이 점점 늘어가고 있어.,1
3052,술 드시고 오시다가 집 앞 계단에서 넘어지셨대.,1
3053,급날이 2주나 남았는데 생활비가 다 떨어졌어.,1
3054,나는 매너 있게 뒷처리는 제대로 하고 나올거야!,1
3055,괜히 매일 우울한 기분이 들어.,1
3056,응. 얘는 약속이 있을 때마다 항상 연락도 안 보고 늦어.,1
3057,응. 자주 있는 일이야. 속상해. 술을 너무 좋아하셔.,1
3058,어제 밤 샌 작업해서 완성한 기획안을 상사한테 제출했어. 상사가 기획안을 보더니 다 잘못됐다고 처음부터 다시 만들어오래.,1
3059,무기력한 날이 많아지는 걸 보니 정말 무기력증인가봐. 나 어떻게 해?,1
3060,정말 속이 답답해서 집에서 나와 걷고 있어.,1
3061,너무나 많은 업무 때문에 지치고 힘들어서 나도 다른 직장으로 옮기고 싶어. 하지만 요새 경기가 좋지 않아서 직장 구하기가 쉽지 않아.,1
3062,당장 쓸 돈이 하나도 없어 2주일은 버텨야 될 것 같은데 어떡하지?,1
3063,중요한 약속이라 미루기는 힘들 것 같아.,1
3064,아빠가 너무나 자주 술을 마시고 여기저기 다쳐와서 걱정이야.,1
3065,퇴근한 지 얼마나 됐다고 회사에서 또 나오라고 해.,1
3066,해피가 갑자기 하늘나라로 가서 가족들이 슬퍼해.,1
3067,남자친구가 갑자기 전화를 해서 새로운 여자친구가 생겼다고 헤어지자고 했어.,1
3068,꼭 다른 칸 이용해. 내가 알려줄게.,1
3069,지금 그냥 학교 근처 걷고 있어.	,1
3070,그런건가. 아. 그냥 아무것도 안 하고 싶어.,1
3071,응. 조언해줘서 정말 고맙다.,1
3072,면접 끝내고 지금 집에 걸어가고 있는 중이야.,1
3073,나 면접 또 떨어졌어.,1
3074,통장에 딸랑 2만원 남았어. 그걸로 2주일을 어떻게 버텨.,1
3075,나 결국 헤어지게 됬?,1
3076,나 내일 약속 있는데 그대로 나가도 될까?	,1
3077,괜히 매일 우울한 기분이야.,1
3078,나 면접에 또 떨어졌어.,1
3079,한 두 달 정도 되었어.,1
3080,시간이 가면 잊혀지겠지만 지금 당장은 너무 힘들어.,1
3081,회사에 면접본 게 벌써 다섯 번인데 다섯 번 다 떨어지고 나니까 너무 스트레스 받아서 밥맛도 없어.,1
3082,요새 괜히 우울한 기분이 들어.,1
3083,친구가 만나기로 한 약속이라 미루기는 좀 그래.,1
3084,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,1
3085,나 정말 바본가봐.,1
3086,밥 생각도 없어.,1
3087,이제 두 달 다 돼 가. 하지만 정말 잊을 수가 없어.,1
3088,어떻게 자기가 토 해 놓은 걸 치우지도 않고 그냥 가냐고. 정말 매너가 꽝이야. 물 마셔도 진정이 되질 않아.,1
3089,나도 너무 힘들어서 직장을 옮기고 싶어. 하지만 요새 경기가 좋지 않아서 직장 구하기가 힘들어.,1
3090,면접에 떨어졌다는 소식을 듣고 마음이 심란해서 길거리를 돌아다니고 있어.,1
3091,이번 주말에는 그냥 아무 것도 안 하고 쉬려고.,1
3092,해피가 어제 세상을 떠났어.,1
3093,나 결국 헤어졌어.,1
3094,회사가 바쁘다는 핑계로 과장님이 나한테 너무 일을 시키고 있어.,1
3095,장소를 옮겨야 될 거 같애. 아무리 마스크 쓰고 간다고 해도 영 찝찝해.,1
3096,최근에 전염성이 강한 바이러스 변종이 퍼지면서 감염자가 늘고 사망자가 생겼대. 그런데 약속장소가 감염병 확진자가 확인된 강남 지역이야. 그래서 어떻게 할지 고민 중이야.,1
3097,이제 두 달 다 돼가 자꾸 생각이 나.,1
3098,화장실을 누가 토 해 놓고 안 치웠어.,1
3099,우리 아빠가 어제 또 다쳤어!,1
3100,성격은 좋았어 정도 많고 다정다감하고 주위 사람들도 잘 챙겨 주고.	,1
3101,청소하는 것 때문에 매번 싸우고 있어.,1
3102,아직 못 먹었어 기운이 없어서.,1
3103,아무도 계약직 사원한텐 관심이 없어.,1
3104,너무 열악하게 이루어지고 있어.,1
3105,따로 살고 싶긴 하지만 보증금을 당장에 빼줄 수가 없어. 조금만 더 참아야되겠어.,1
3106,부모님이 기대가 너무 크시더라고. 그래서 말씀 못 드렸어.,1
3107,어. 너무 오래된 약속이라 그럴 것 같아.,1
3108,요즘 기분이 너무 우울해.,1
3109,연락도 안 돼! 전화 10번 넘게 했는데 받지도 않아!,1
3110,약속이 있어서 친구 기다리고 있는데 친구가 아직도 안왔어.,1
3111,"약속이 있어서 친구를 기다리는데, 친구가 아직도 안 왔어.",1
3112,왜 그러겠어. 계약직이니까 막말 한 거지.,1
3113,엊그제 갑자기 의식을 잃더니 조금 밥도 먹더니만 결국 죽고 말았어.,1
3114,너무 중요한 약속이라 미룰 순 없어.,1
3115,"내일 약속 있는데, 어떡하지?",1
3116,고등학교 동창이었어. 그렇게 친하지는 않았어.,1
3117,매번. 약속 정할때마다 매번 이래.,1
3118,술 드시고 집에 오시다가 계단에서 넘어지셨대.	,1
3119,"다른 건 없어. 청소 시간을 정해놓고, 그 시간이 되면 친구랑 약속 있다고 나가버리잖아.",1
3120,아니. 올해 마지막 회사라 따로 준비하고 있진 않아.,1
3121,약속 장소가 감염병 확진자가 확인된 강남 지역이라서 너무 무서워.	,1
3122,맞아. 버려진 아이들 보니까 다 커다란 개더라고.,1
3123,생명에는 지장 없는데 병원에 입원하셨어.,1
3124,응. 애완견 기르는 게 유행하는 만큼 더 많아지고 있어.,1
3125,그냥 밖에 걸어다니고 있어.,1
3126,부모님께 너무 죄송해서 집에는 못 가고 밖을 걸어 다니고 있어.	,1
3127,술 먹고 넘어져서 허리를 또 다쳤대 지금은 치료 중이야.	,1
3128,그렇긴 한데 내일 아침까지 다시 꼭 내라고 하니까 시간이 없어서.,1
3129,잘못된 기획안을 다시 만들려면 시간이 부족해. 밖에 나갈 시간이 없어.,1
3130,우리 아빠 어제 또 다쳤어.,1
3131,할 일이 너무 많아서 시간이 없어서 병원에 못 가봤어.,1
3132,아니 누가 화장실에 토 해놓고 치우지도 않고 그냥 갔어.	,1
3133,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,1
3134,나도 마음이 답답해서 밖에 나가서 쉬고 싶은데 일이 너무 많아서 쉴 수가 없어.,1
3135,으! 누가 화장실에 토를 안 치웠어.,1
3136,강남역이야. 그 곳에서 확진자 나왔잖아.,1
3137,약속 장소를 옮겨 보는 것도 좋은 방법 같아 그런데 친구가 어떻게 생각할지 모르겠어.	,1
3138,"진행하고 있는 프로젝트가 잘 풀리지 않아서, 컨디션도 좋지도 않고 마음이 우울해.",1
3139,나 내일 약속 있는데 그대로 나가도 될까?,1
3140,시간이 흐르면 잊혀지겠지. 하지만 지금은 너무 고통스러워.,1
3141,너의 말대로 산책하면서 기분 전환 하는 것도 좋은 방법인 것 같아.,1
3142,나 어떻게 살아야 할까? 망했어.,1
3143,아니. 이번 회사가 공채로 볼 수 있는 마지막 회사였거든.,1
3144,갑자기 정말 갑자기 헤어지자고 얘기하더라고.,1
3145,내가 먼저 만나자고 한 약속이라서 내가 먼저 미루기에는 좀 그래.	,1
3146,그런 것 같아. 여기저기 소리치고 난리가 났어.,1
3147,회사 안에 내 이야기를 들어줄 사람이 없어서 더 힘들어.,1
3148,면접에 떨어졌다는 소식을 듣고 너무 실망해서 밥맛도 없어.,1
3149,기숙사 화장실에 누가 토 해놓고 치우지도 않고 그냥 가버렸어.	,1
3150,나 면접 또 떨어졌어.,1
3151,"요새 일이 너무 많아서 지치고 힘든데, 새로운 업무를 또 준다고 하니까 나도 버티기 힘들 것 같아.",1
3152,내 잘못이야.,1
3153,나 내일 약속 있는데 그대로 가도 될까?,1
3154,룸메이트가 방을 지저분하게 사용하고 방 청소를 하지 않아서 자꾸 싸우게 돼.	,1
3155,"응, 거의 맨날 드셔.	",1
3156,청소 빼고 다른 건 다 잘 맞아. 그러니까 더 환장하겠어.,1
3157,한달 간 노력한 회사야. 다른 회사는 생각도 해본 적이 없어.,1
3158,매일 드시는 것 같아. 매주 5일은 드시지.,1
3159,"응, 약속 있을 때 마다 늘 그래. 고친다 고친다 해놓고 못 고치고 있어. 습관인가봐!",1
3160,아니. 입맛도 없어. 밥 먹기 싫더라.,1
3161,며칠 전에 확진자가 나온 강남역이야. 무서워서 그래.,1
3162,이제 두 달 다 돼가 근데 잊는게 너무 힘들어.	,1
3163,소개팅에서 만났었지.,1
3164,나 어떻게 살지? 망했어!,1
3165,면접장에서 나와서 그냥 무작정 걷고 있어.,1
3166,30분이 지났는데 카톡도 안 보고. 뭐야?!,1
3167,컨디션이 좋은 날이 별로 없고 진행하고 있는 프로젝트가 잘 풀리지 않아서 우울해.	,1
3168,응 요즘 애완견에 대한 관심이 많아지면서 점점 그 비율이 증가하고 있어.	,1
3169,덥고 배고프고 너무 지쳐. 친군 연락도 되지도 않고.,1
3170,그렇다고 힘들게 들어온 회사 그냥 걷어 차기에도 그렇잖아 참아 봐야지.,1
3171,그저께 저녁에 갑자기 의식을 잃어서 동물 병원 응급실로 데려가서 치료를 받았어. 치료를 받으면서 좀 나아지는 거 같았는데 결국에는 하늘 나라로 갔어.,1
3172,아니. 가족들도 지금 완전 패닉 상태야.,1
3173,헐! 나 이벤트에 당첨 됐어.,0
3174,내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 그냥 신청 한번 해봤지.,0
3175,"한 명 뽑는 거였는데, 그게 바로 내가 된 거야.",0
3176,"당연히 마음에 드는 선물이니깐, 이벤트에 내가 신청 한번 해본 거지. 비싼 거야. 그래서 못 산 향수야.",0
3177,에피타이저 정말 좋아해. 그 것도 괜찮은 생각인 것 같애.,0
3178,난 부페 형식의 음식들도 정말 좋아해. 그 것도 좀 알려 줘.,0
3179,"신나는 음악 듣는 것도 좋고, 어디 여행 가고 싶고 이 것 저 것 다 해보고 싶어.",0
3180,아니. 이제부터 자랑 한번 해봐야지.,0
3181,나 축하해줘. 기분 좋은 일이 생겼어.,0
3182,나 이번에 10km 마라토너로 뛰었거든. 그런데 내 기록보다 훨씬 좋은 기록이 나온 거야.,0
3183,"아니. 선수처럼 그렇게 기록이 좋진 않지만, 그 동안의 내가 노력한 결과에, 결과를 얻은 것 같애서 좋다는 거야.",0
3184,대단히 많은 크룬 아니고.,0
3185,당연히 같이 서로 의지하면서 운동하는 사람들 있어. 그 사람들 덕분에 여기까지 온 것 같애.,0
3186,드디어 구매한 노트북이 도착했어.,0
3187,알바비를 모아서 산 거기 때문에 좋은 건 못 샀어.,0
3188,알았어. 걱정하지 마. 꼼꼼히 살펴보고 또 살펴 볼게.,0
3189,"할 게 너무너무 많아. 영화도 봐야 되지, 그 동안 못 봤던 드라마나 예능 프로그램. 그리고 이걸로 프로젝트도 해야 돼.",0
3190,"정말? 정말 그런 보험도 있었어? 당장에 가입해야지, 그럼.",0
3191,에피타이저 푸짐하게 주는 집이면 더 좋지. 그런 곳을 알려 줘.,0
3192,그렇지. 빨리 알려 줘. 내 친구랑 의논해서 내일 정말 맛있게 먹고 올게.,0
3193,나 드디어 프로젝트 끝냈어!,0
3194,당연하지. 한 달 동안 주말도 반납해가면서 만든 프로젝트야. 완전히 끝냈다고.,0
3195,그래. 신나는 음악 들으면서 맘껏 춤 추고 싶어.,0
3196,벌써 다 약속 잡아 놨지. 내일 만나기로 했어.,0
3197,그렇잖아도 내일 친구들이랑 만나서 여행 계획을 세울 거야. 좋은 생각이지?,0
3198,영화까지 찾아주면 내가 좀 더 힘을 내볼 수 있을 거야. 얼른 찾아 줘.,0
3199,평점과 리뷰가 좋다고 하니까 엄청 맛있을 거 같아. 너가 추천한 곳으로 가서 친구랑 맛있게 먹을게.,0
3200,나 드디어 프로젝트가 끝났어.,0
3201,프로젝트에 최종 발표를 마쳤으니까 모든 게 완전히 끝난 거야. 마음이 너무나 홀가분해.,0
3202,신나는 음악을 들으면서 춤이라도 추고 싶은 게 내 심정이야. 그만큼 기분이 좋아.,0
3203,"프로젝트를 하느라고 한 달 동안 친구를 못 만났는데, 못 만났던 친구를 만나는 것도 좋을 거 같아.",0
3204,시간이 된다면 여행을 가서 마음을 좀 힐링 시키고 오고 싶어.,0
3205,드디어 구매한 노트북이 도착했어.,0
3206,오자 마자 노트북 여기 저기를 살펴 봤는데 아무 문제가 없더라고. 성능도 정말 좋아.,0
3207,노트북으로는 지금 구상하고 있는 만화를 만들 거야.,0
3208,헐! 나 이벤트에 당첨 됐어.,0
3209,내가 좋아하는 인플루언서가 진행하는 이벤트에 당첨 됐어. 너무 기뻐!,0
3210,"비싼 향수를 선물로 받았다고 주변 사람들한테 이야기했더니, 다들 부러워했어.",0
3211,"10km 마라톤 대회에 출전했는데, 이전의 내 기록을 훨씬 경신했어. 너무 기뻐!",0
3212,내가 달리는 운동을 너무 좋아해서 매번 열심히 연습해서 마라톤 대회에 출전했더니 좋은 성적을 낸 거 같아.,0
3213,"달리는 동안에는 엄청 힘들고 지쳤는데, 결승선을 들어서는 순간 기분이 엄청 좋았어! 날아갈 거 같았어!",0
3214,함께 달리는 크루가 있어서 힘들고 지칠 때 서로 힘이 돼서 너무 좋아.,0
3215,맛도 있는데 에피타이저도 많이 주면 정말 금상첨화지. 좋은 집으로 부탁해.,0
3216,알았어. 정말 고마워. 내일 친구랑 맛있게 먹고 올게.,0
3217,나 드디어 프로젝트 끝났어.,0
3218,그럼. 한 달 간 주말도 반납하고 얼마나 열심히 했는데. 완전히 끝났다니까!,0
3219,응. 신나는 음악 들으면서 막 춤 추고 싶어.,0
3220,그렇잖아도 친구들이랑 벌써 약속했지. 내일 만나기로 했어.,0
3221,"알았어. 뭐든지 다 하고 싶어. 내일 친구들이랑 만나서 여행 계획도 세우고, 신나는 음악 들으면서 춤도 막 출 거야.",0
3222,노래도 좋은데 영화까지 찾아주면 정말 땡큐지. 고마워.,0
3223,헐. 나 이벤트에 당첨되었대.,0
3224,내 좋아하는 인플루언서가 파격 이벤트를 하더라고. 그래서 그냥 한 번 신청해봤지.,0
3225,한 명 뽑는데 내가 당첨이 됐대.,0
3226,완전 맘에 들어. 진짜진짜 비싼 향수거든.,0
3227,아니. 이제부터 해야지.,0
3228,나 축하해줘. 정말 기분좋은 일이 있었어.,0
3229,이번 마라톤 대회에 참가했는데 내가 생각했던 것보다 내 기록이 너무 잘 나왔어.,0
3230,아니야. 선수처럼 잘 달리는게 아니라 그냥 내 기록보다 몇 분이나 더 빨리 도착한 거야.,0
3231,드디어 구매한 노트북이 도착했어. 뜯어봐야지.,0
3232,좋은 제품은 아니야. 알바비를 모아서 산 거기 때문에 저렴한 걸로 샀어.,0
3233,할 게 너무 많아. 영화도 봐야지. 그동안 못봤던 드라마하고 예능프로도 볼 거야. 그리고 중요한 건 프로젝트를 해야 돼.,0
3234,오호. 좋은 정보인데? 그런 게 있으면 당장 가입해야지.,0
3235,에피타이저부터 푸짐하게 주는 집이 있다니까 너무 기대가 돼.,0
3236,평점과 리뷰가 좋은 것을 추천해줘서 너무 고마워. 친구랑 가서 맛있게 먹고 올게.,0
3237,나 드디어 프로젝트가 끝났어.,0
3238,최종 발표를 마쳤으니까 프로젝트가 완전히 끝난 거라고 보면 돼. 너무 홀가분해.,0
3239,신나는 음악을 들으면서 춤을 추고 싶을 정도로 기분이 너무 좋아.,0
3240,프로젝트를 진행하느라고 한 달 동안 친구를 못 만났는데 이번 기회에 친구를 만나는 것도 좋을 것 같아.,0
3241,그동안 프로젝트를 하느라고 너무 바쁘고 힘들었으니까 이번 기회에 여행을 가서 힐링을 하고 오는 시간을 가져봐야겠어.,0
3242,구매한 노트북이 엄청 늦게 와서 기다리고 있었는데 오늘 도착한거야. 너무 기뻐. 노트북은 200만원 정도 주고 샀어.,0
3243,노트북이 도착하자마자 문제가 있는지 여기저기 살펴봤는데 다 괜찮았어. 엄청 좋아.,0
3244,노트북으로 동화책 글쓰기 작업을 할거야. 너무 기대가 돼.,0
3245,노트북을 밖에서 쓸 일도 생길테니까 보험 가입을 생각해봐야겠어.,0
3246,그래? 곰팡이 제거제가 곰팡이를 없애는 데 효과가 있다고 하니까 나도 한번 구매해볼래. 효과 좋은 걸로 한번 추천해줘.,0
3247,달리는 동안은 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어. 날아갈 것 같았어.,0
3248,함께 뛰는 크루가 있어서 힘들 때마다 격려해주니까 큰 힘이 돼.,0
3249,인플루언서가 진행하는 이벤트에 당첨돼서 기분이 엄청 좋아.,0
3250,당첨자를 한 명 뽑는 거였는데 내가 당첨된 거야. 엄청 운이 좋지?,0
3251,당연히 자랑했지! 비싼 향수를 선물로 받았다고 자랑했더니 다들 부러워했어.,0
3252,당연하지. 비싼 향수를 선물로 받았다고 사람들한테 이야기했더니 다들 부러워했어.,0
3253,헐. 나 이벤트에 당첨되었어!,0
3254,내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 그냥 한 번 해봤더니 내가 된 거야!,0
3255,딱 한명 뽑는 거였어. 거기서 내가 됐어.,0
3256,그동안 열심히 달리고 노력했어. 그랬더니 결과가 너무 좋아.,0
3257,신나는 음악을 들으면서 춤을 추는 것도 좋을 거 같아.,0
3258,나 축하해줘. 기분 좋은 일이 생겼어.,0
3259,뛰는 순간은 힘들었지만 결승선을 밟는 순간 그 피로가 싹 가시더라고.,0
3260,그렇지 않아도 지금 뜯었어. 그런데 상품은 아주 좋아! 너무 마음에 들어.,0
3261,드디어 구매한 노트북이 도착했어!,0
3262,그런것도 있었어? 좋은 정보 정말 고마워.,0
3263,내가 달리기 운동을 너무 좋아해서 매년 열리는 마라톤 대회에 출전했더니 기록이 점점 좋아지는 거 같아.,0
3264,함께 달리는 크루가 있어서 서로 응원하면서 격려해줘서 너무나 힘이 돼.,0
3265,함께 달리는 크루가 있어서 서로 도와주고 하니까 너무나 큰 힘이 돼.,0
3266,헐! 나 이벤트 당첨 됐어!,0
3267,비싼 향수를 당첨 선물로 받았다고 주위 사람들한테 자랑했어. 다들 부러워 하더라고.,0
3268,애피타이저가 많이 나오면 더 좋지. 그런 집으로 소개시켜줘.,0
3269,고마워. 너무 기대가 돼. 친구랑 의논해서 맛있게 먹고 올게.,0
3270,그렇잖아도 친구들하고는 약속 벌써 다 잡았지.,0
3271,영화까지 소개해주면 너무 고맙지.,0
3272,헐! 나 이벤트 당첨 되었어!,0
3273,내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 한 번 신청 해봤지!,0
3274,한 명 뽑는데 내가 된 거야!,0
3275,아니야. 선수 급은 아니고 그냥 내가 노력한 결과를 얻은 것 같애서 너무 좋다는 거야.,0
3276,결승선에 들어서는 순간 힘들었던게 싹 잊혀지더라고.,0
3277,알바비를 조금씩 모아서 산거기 땜에 비싼건 못 샀어.,0
3278,나 드디어 프로젝트 끝났어!,0
3279,벌써 친구들이랑 내일 만나기로 약속 잡았어.,0
3280,그것도 내일 친구들이랑 만나서 계획 할 거야!,0
3281,친구들을 만나보고 시간이 좀 남으면 어디가서 여행을 가서.,0
3282,헐! 나 이벤트 당첨 됐어!,0
3283,달리는 동안은 너무 지치고 힘들었는데 결승선에 들어서는 순간 너무 기분이 좋았어. 마음이 홀가분했어.,0
3284,나 드디어 프로젝트 끝났어!,0
3285,그것도 좋은 생각이야. 오랜만에 친구도 만나고 신나게 놀아야되겠어.,0
3286,너무 맘에 들어. 평소에 내가 원했던 향수야.,0
3287,그 전에보다 지금 얼마나 많은 노력을 했는지 요번에는 한참이나 기록이 올라갔어.,0
3288,영화도 보고 게임도 하고 음악도 듣고 할 일이 너무 많아! 채팅도 하고 두루두루 기분이 좋아.,0
3289,사람들이 좋다고 평점도 그렇게 줬으면 아마 정말 맛집인 거 같기도 해.,0
3290,영화까지 찾아주면 난 정말 고맙지.,0
3291,맞아. 기분전환용 뭔가가 필요하긴 해. 좋은 생각이네. 한번 추천해줘 봐.,0
3292,평소에 좋아하던 인플루언서인데 이벤트를 한다기에 그냥 한 번 해봤지! 그랬더니 당첨이 된 거야!,0
3293,이게 상품이 좋은 거라서 딱 한 명만 뽑는 거였어.,0
3294,"우와. 우와, 정말 그런 보험도 다 있어? 꿀 같은 팁 정말 고마워!",0
3295,그래주면 정말 고마워. 덕분에 맛있게 먹고 올 수 있을 것 같아.,0
3296,나 프로젝트 드디어 끝냈어.,0
3297,지금 마음 같아선 뭐라도 다 하고 싶어. 다 알려줘. 뭘 해야될지.,0
3298,나 프로젝트 드디어 끝났다?,0
3299,어 완전히 끝났어. 다 마무리 됐어.,0
3300,최종 발표를 마쳤으니까 프로젝트가 끝난거지!,0
3301,신나는 음악을 들으면서 춤이라도 추고 싶어.,0
3302,프로젝트 하느라고 한달 동안 친구를 못 만났었는데 친구를 이번 기회에 만나봐야겠어. 너무 신나!,0
3303,프로젝트 하느라고 머리가 너무 아팠는데 어디 여행을 가서 머리 좀 식히고 오는 것도 좋을 것 같아. 어디로 가볼까?,0
3304,최종 발표를 마쳤으니까 프로젝트가 완전히 끝난거야. 너무 신나!,0
3305,신나는 음악을 들으면서 좀 즐기는 것도 괜찮을 거 같아!,0
3306,프로젝트 하느라고 머리가 너무 아팠는데 이번 기회에 여행을 가서 머리 좀 식히고 와야겠어.,0
3307,프로젝트 하느라고 머리가 너무 아팠는데 이번 기회에 여행을 가서 머리 좀 식히고 와야겠어.,0
3308,애피타이저를 푸짐하게 주는 집도 괜찮아. 내 친구가 엄청 좋아할 거 같아.,0
3309,친구를 만나서 니가 추천한 곳에 가서 먹어볼게. 너무 기대 돼.,0
3310,그래. 그게 좋겠다. 맛있겠다.,0
3311,나 드디어 프로젝트 끝났어!,0
3312,그동안 얼마나 열심히 했는지 말도 못하게 힘들었는데 이제 완전히 끝났어!,0
3313,신나게 놀아야 되겠어. 맛있는 것도 먹고 음악도 틀고. 신나게 친구도 만나고!,0
3314,정말 여행도 가고 싶어. 요즘은 휴가철이라 갈데도 많은 것 같아.,0
3315,그래? 알았어. 고마운 얘기야. 언제든 이야기할게.,0
3316,그런 것도 있어? 한 번 추천해주면 고맙지.,0
3317,안녕하세요?,0
3318,프로젝트를 하느라고 매일 바쁘고 힘들었는데 이번 기회에 여행을 가서 마음을 좀 휴식을 취하고 와야겠어.,0
3319,축하해줘. 나 기분 좋은 일이 생겼어.,0
3320,달리는 동안에는 너무 힘들고 지쳤는데 결승선을 통과하는 순간 기분이 너무 좋았어. 날아갈 것 같았어.,0
3321,함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 돼줘.,0
3322,헐! 나 이벤트에 당첨 됐어!,0
3323,내가 좋아하는 인플루언서가 진행하는 이벤트에 당첨된 거야. 너무 기뻐!,0
3324,당첨자는 한 명 뽑는 건데 내가 된 거야. 정말 행운이지?,0
3325,당첨 선물이 내가 예전부터 갖고 싶었던 향수라서 너무 좋아. 너무 마음에 들어.,0
3326,친구들한테 이벤트에 당첨됐다고 이야기 했더니 친구들이 엄청 부러워 한다?,0
3327,알았어. 그거 보고 친구랑 상의해서 맛있게 먹고 올게.,0
3328,나 드디어 프로젝트 끝냈어!,0
3329,그럼. 주말에도 쉬지도 못하고 얼마나 고생한 건데. 어제부로 당당히 끝냈어.,0
3330,그거 좋네. 신나는 음악 좀 부탁해.,0
3331,그럼 더 바랄 나위도 없네. 내일 만나서 친구들이랑 상의해봐야 되겠어.,0
3332,알았어. 내일 친구들이랑 만나서 여행 계획도 좀 세우고 재미있게 놀 거야.,0
3333,영화까지? 정말 금상첨화인데? 정말 고마워.,0
3334,평점이랑 리뷰가 좋다고 하니까 친구랑 같이 가서 한 번 먹어볼게. 너무 기대가 돼.,0
3335,평점과 리뷰가 좋다고 하니까 니가 추천한데로 가볼게. 친구랑 맛있게 먹고 올게!,0
3336,기다리던 노트북이 와서 정말 기뻐. 140만원 주고 샀어.,0
3337,노트북을 밖에 갖고 나갈 일도 생길 수도 있으니까 보험 가입을 생각해봐야겠어.,0
3338,노트북을 가지고 나갈 일이 생길 수도 있으니까 보험 가입을 생각해봐야겠어.,0
3339,프로젝트에 최종 발표를 마쳤으니까 모두 다 끝난 거야. 너무 홀가분해.,0
3340,너무 기분이 좋아서 신나는 음악을 들으면서 춤추고 싶어.,0
3341,프로젝트를 하느라고 한달동안 친구를 못만났는데 못만났던 친구들을 만날 약속을 잡아야겠어.,0
3342,오랜만에 여기저기 여행하면서 마음의 여유를 갖는 것도 좋을 것 같아.,0
3343,친구들이랑 모여서 바다에 가서 실컷 놀고 오기로 했어.,0
3344,헐. 나 이벤트에 당첨됐어.,0
3345,비싼 향수를 당첨선물로 받았으니까 주변 사람들한테 엄청 자랑했어. 너무 부러워 하더라구.,0
3346,비싼 향수를 당첨선물로 받아서 친구들한테 엄청 자랑했어. 친구들이 다들 부러워했어.,0
3347,완전 환상적이지. 에피타이저까지 나오면 금상첨화야.,0
3348,정말 고마워. 친구랑 상의해서 정말 맛있게 먹고 올게.,0
3349,나 드디어 프로젝트 끝났어.,0
3350,어 영화까지 찾아주면 난 정말 행복할 거 같애.,0
3351,그것도 좋은 것 같아. 푸짐하게 주면 더 많이 먹을 수 있고.,0
3352,정말? 좋은 추천 부탁해.,0
3353,나 드디어 프로젝트 끝났어.,0
3354,한 달 동안 얼마나 열심히 했는지 쉬지도 않고 일을 했어. 진짜 끝났어.,0
3355,그래. 음악도 듣고 맛있는 것도 먹고 친구들도 만나야 되겠어.,0
3356,평점도 리뷰도 좋다고 하니까 정말 맛있는 집인 것 같아. 너의 말을 믿고 한번 친구랑 가볼게.,0
3357,평점과 리뷰가 좋다고 하니까 정말 맛있는 집인 것 같아. 너의 말대로 한번 음식점에 가볼게.,0
3358,드디어 구매한 노트북이 도착했어.,0
3359,노트북 상태가 너무 궁금해서 오자마자 노트북을 살펴봤어. 노트북을 켜보니까 너무 작동을 잘하고 문제있는 곳이 한곳도 없었어.,0
3360,가끔 바깥에 나가서 작업할 일도 생기니까 아무래도 컴퓨터 보험을 들어볼 생각을 해봐야겠어.,0
3361,가끔 밖에 나가서 작업할 일도 생길테니까 컴퓨터 보험 가입을 생각해봐야겠어.,0
3362,몇 명 안 돼. 한두명 뽑는 거 같아. 이건 행운이야.,0
3363,노트북이 늦게 배송 돼서 걱정하고 있었는데 오늘 도착해서 기분이 좋아. 120만원짜리 노트북을 구매했어.,0
3364,노트북을 밖에 가지고 나갈 일이 생길 수도 있으니까 노트북 보험에 대해서 생각해볼게.,0
3365,정말 고마워. 잘 먹고 올게.,0
3366,만나서 여행 계획 세우기로 했어.,0
3367,영화까지 찾아주면 내 기분이 더 밝아질 거 같아.,0
3368,헐! 나 이벤트에 당첨 되었어!,0
3369,내가 좋아하는 인플루언서가 이벤트를 열었더라고. 그래서 그냥 신청해봤지.,0
3370,딱 한 명 뽑는데 내가 된 거야.,0
3371,응. 비싸서 못 산 향수였어.,0
3372,아직 안했어. 상품이 오면 같이 자랑해야지.,0
3373,나는 양식이 더 좋을 것 같애.,0
3374,어. 거기로 가야겠다. 너무 좋을 것 같아.,0
3375,응. 정말 고마워. 거기로 가볼게.,0
3376,나 드디어 프로젝트가 끝났어!,0
3377,"어, 그럼. 완전 끝났어. 정말 좋다.",0
3378,응. 그거 너무 좋을 거 같은데? 한 번 해볼게.,0
3379,우와. 그것도 진짜 좋을 거 같아. 너무 고맙다.,0
3380,좋을 거 같아. 생각 한 번 해볼게.,0
